Above Ground Sighter Measurement,Action,Action (group),Age,Approaches,black,Borough Boundaries,Chasing,cinnamon,City Council Districts,Climbing,Color notes,Combination of Primary and Highlight Color,Community Districts,Date,Eating,Foraging,gray,Hectare,Hectare Squirrel Number,Highlight,Highlight Fur Color,Indifferent,Kuks,Lat/Long,Location,Moans,Other Activities,Other Interactions,Police Precincts,Primary Fur Color,Quaas,Running,Runs from,Shift,Specific Location,Tail flags,Tail twitches,Unique Squirrel ID,Zip Codes,Number of Records,X,Y
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,True,True,14E,2,,,False,False,POINT (-73.9692883970928 40.7768553703082),Ground Plane,False,walking,,13,GRAY,False,True,True,AM,,False,False,14E-AM-1008-02,,1,-73.969288397,40.776855370
12,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+,19,10062018,False,False,True,07H,4,,,True,False,POINT (-73.9708549670788 40.7699587019058),Above Ground,False,sitting,,13,GRAY,False,False,False,PM,on tree knob,False,False,7H-PM-1006-04,,1,-73.970854967,40.769958702
FALSE,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+Cinnamon,19,10072018,False,True,True,22F,1,,Cinnamon,True,False,POINT (-73.9639744005647 40.7825111950764),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,22F-AM-1007-01,,1,-73.963974401,40.782511195
2,RUNS  FROM,Other,Juvenile,False,False,4,False,False,19,False,,Gray+,19,10082018,False,False,True,07F,16,,,False,False,POINT (-73.9730277911422 40.7712145488828),Above Ground,False,,,13,GRAY,False,False,True,AM,tree,False,False,7F-AM-1008-16,,1,-73.973027791,40.771214549
10,CLIMBING,Climbing,Adult,False,True,4,False,False,19,True,,Black+,19,10192018,False,False,False,10F,5,,,True,False,POINT (-73.9710541405708 40.7724691605718),Above Ground,False,,,13,BLACK,False,False,False,PM,"Behind fence, tree",False,False,10F-PM-1019-05,,1,-73.971054141,40.772469161
10,TAIL TWITCHES,Other,Juvenile,False,False,4,False,False,19,False,,Gray+,19,10062018,False,False,True,10A,4,,,False,False,POINT (-73.9761592532482 40.7747213585387),Above Ground,False,walking on branch,,13,GRAY,False,False,False,AM,tree near large rock on Bridle Path,False,True,10A-AM-1006-04,,1,-73.976159253,40.774721359
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,True,True,38F,5,,Cinnamon,False,True,POINT (-73.9544007658685 40.7950689723135),Ground Plane,False,"being chased,was pushed by other squirrel",,13,GRAY,True,False,False,PM,,False,False,38F-PM-1013-05,,1,-73.954400766,40.795068972
25,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+White,19,10142018,False,False,True,41B,1,,White,False,False,POINT (-73.9575986161364 40.799368134968),Above Ground,False,climbing (tree),,13,GRAY,False,False,True,PM,Climbing tree,False,False,41B-PM-1014-01,,1,-73.957598616,40.799368135
FALSE,CHASING,Chasing,,False,False,4,True,False,19,False,,Gray+,19,10132018,False,False,True,36A,7,,,False,False,POINT (-73.9607701370443 40.7955418990855),Ground Plane,False,chasing #8,,13,GRAY,False,False,True,PM,"""FIELD""",False,False,36A-PM-1013-07,,1,-73.960770137,40.795541899
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10062018,False,True,True,05C,5,,"Cinnamon, White",True,False,POINT (-73.9764036522984 40.7705846185121),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,5C-AM-1006-05,,1,-73.976403652,40.770584619
2,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+,19,10172018,True,False,True,32E,3,,,True,False,POINT (-73.9589249555235 40.7908193284981),Above Ground,False,still,,13,GRAY,False,False,False,PM,bottom of tree,False,False,32E-PM-1017-03,,1,-73.958924956,40.790819328
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+White,19,10172018,True,True,True,31A,4,,White,False,False,POINT (-73.9634623418761 40.7917685404482),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,31A-PM-1017-04,,1,-73.963462342,40.791768540
FALSE,RUNNING,Running,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10182018,False,False,True,42G,3,,Cinnamon,False,False,POINT (-73.9521110154872 40.7978449143313),Ground Plane,False,stop to look at me—then ran,,13,GRAY,False,True,True,AM,,False,False,42G-AM-1018-03,,1,-73.952111015,40.797844914
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+,19,10142018,False,True,True,37D,4,,,False,False,POINT (-73.9574809028248 40.7950013620207),Ground Plane,False,chasing (a chipmunk),,13,GRAY,False,False,True,PM,,False,False,37D-PM-1014-04,,1,-73.957480903,40.795001362
50,EATING,Eating,,False,False,4,False,False,19,False,,Gray+,19,10132018,True,False,True,24B,1,,,False,False,POINT (-73.967097592707 40.7854119342538),Above Ground,False,took nut to bury,,13,GRAY,False,True,True,AM,,False,True,24B-AM-1013-01,,1,-73.967097593,40.785411934
3,RUNNING,Running,Adult,False,False,4,False,False,19,False,,Gray+,19,10102018,False,False,True,07G,2,,,False,False,POINT (-73.9711318790279 40.7701941550273),Above Ground,False,,,13,GRAY,False,True,True,AM,,False,True,7G-AM-1010-02,,1,-73.971131879,40.770194155
20,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+White,19,10102018,False,False,True,05C,13,,White,False,False,POINT (-73.9763243383771 40.7705409315703),Above Ground,False,,,13,GRAY,False,False,False,PM,way up a tree!,False,False,5C-PM-1010-13,,1,-73.976324338,40.770540932
7,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+Cinnamon,19,10082018,True,False,True,15I,1,,Cinnamon,True,False,POINT (-73.9651754464439 40.7755181941559),Above Ground,False,,,13,GRAY,False,False,False,AM,tree,False,False,15I-AM-1008-01,,1,-73.965175446,40.775518194
20,RUNNING,Running,Adult,False,False,4,False,False,19,False,,"Gray+Black, Cinnamon, White",19,10182018,False,False,True,19B,1,,"Black, Cinnamon, White",False,False,POINT (-73.9700100617602 40.7815739959357),Above Ground,False,flying,,13,GRAY,False,True,False,PM,,False,False,19B-PM-1018-01,,1,-73.970010062,40.781573996
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10182018,False,True,True,13D,10,,"Cinnamon, White",True,False,POINT (-73.971905618214 40.776238547063),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,True,13D-PM-1018-10,,1,-73.971905618,40.776238547
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,,Gray+White,19,10072018,True,False,True,36I,10,,White,True,False,POINT (-73.9530040923555 40.7922896176936),Ground Plane,False,stole (found?) an entire sandwich,,13,GRAY,False,False,False,PM,,False,False,36I-PM-1007-10,,1,-73.953004092,40.792289618
6,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,"Gray+Cinnamon, White",19,10102018,False,False,True,41B,6,,"Cinnamon, White",False,False,POINT (-73.9572093760529 40.7988487300216),Above Ground,False,,,13,GRAY,False,False,False,AM,,False,False,41B-AM-1010-06,,1,-73.957209376,40.798848730
FALSE,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+,19,10102018,False,False,True,35B,1,,,True,False,POINT (-73.9607746337979 40.793958106938206),Ground Plane,False,walking w/ something in mouth,,13,GRAY,False,False,False,AM,lawn,False,False,35B-AM-1010-01,,1,-73.960774634,40.793958107
FALSE,RUNNING,Running,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,False,True,40D,1,,Cinnamon,False,False,POINT (-73.9566346046453 40.7973923396512),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,False,40D-PM-1013-01,,1,-73.956634605,40.797392340
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10182018,False,True,True,38B,2,,"Cinnamon, White",False,False,POINT (-73.9592038887673 40.796382675378),Ground Plane,False,burying nut,,13,GRAY,False,False,False,PM,,False,False,38B-PM-1018-02,,1,-73.959203889,40.796382675
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+,19,10182018,False,True,False,40I,1,,,False,False,POINT (-73.9511118711108 40.7950813345902),Ground Plane,False,begging,,13,CINNAMON,False,True,False,AM,,False,False,40I-AM-1018-01,,1,-73.951111871,40.795081335
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,True,True,07B,10,,,True,False,POINT (-73.9769939796382 40.7729537573035),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,7B-AM-1008-10,,1,-73.976993980,40.772953757
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,Gray & Cinnamon selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.,Gray+Cinnamon,19,10142018,False,True,True,13D,8,,Cinnamon,False,False,POINT (-73.9712527809516 40.7763310392591),Ground Plane,False,,,13,GRAY,False,False,True,AM,,False,False,13D-AM-1014-08,,1,-73.971252781,40.776331039
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10102018,False,True,True,16G,3,,White,False,True,POINT (-73.9671147090087 40.7772624641112),Ground Plane,False,was hanging out w/ #2 until i showed up,,13,GRAY,False,False,True,AM,,False,False,16G-AM-1010-03,,1,-73.967114709,40.777262464
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10102018,True,True,True,40A,3,,Cinnamon,True,False,POINT (-73.9588660250232 40.7982597947515),Ground Plane,False,,dog chased,13,GRAY,False,False,True,AM,bottom of great hill,True,False,40A-AM-1010-03,,1,-73.958866025,40.798259795
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+,19,10122018,False,True,False,15I,7,,,False,False,POINT (-73.9651601541795 40.7761841788025),Ground Plane,False,,,13,CINNAMON,False,True,False,PM,,False,False,15I-PM-1012-07,,1,-73.965160154,40.776184179
5,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10072018,False,False,True,03B,11,,,False,False,POINT (-73.9792155473689 40.7693711799946),Above Ground,False,,,13,GRAY,False,False,False,PM,in tree,False,False,3B-PM-1007-11,,1,-73.979215547,40.769371180
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,True,True,21D,2,,,True,False,POINT (-73.9664100504436 40.7828778892276),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,21D-AM-1008-02,,1,-73.966410050,40.782877889
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+White,19,10142018,True,True,True,10B,5,,White,False,False,POINT (-73.9746229094643 40.7748467061969),Ground Plane,False,,avoided people,13,GRAY,False,False,False,PM,,False,True,10B-PM-1014-05,,1,-73.974622909,40.774846706
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,True,True,True,13E,7,,,True,False,POINT (-73.9705092958892 40.7761092972965),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,13E-PM-1008-07,,1,-73.970509296,40.776109297
FALSE,CLIMBING,Climbing,Adult,False,True,4,False,False,19,True,,Black+,19,10072018,True,False,False,41A,6,,,False,False,POINT (-73.9581655949437 40.7997708190022),Ground Plane,False,,,13,BLACK,False,True,True,PM,,False,False,41A-PM-1007-06,,1,-73.958165595,40.799770819
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10062018,False,True,True,02F,5,,"Cinnamon, White",False,False,POINT (-73.9755560786227 40.7662992317575),Ground Plane,False,,curious but shy,13,GRAY,False,False,False,AM,,False,False,2F-AM-1006-05,,1,-73.975556079,40.766299232
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,False,True,True,20B,1,,Cinnamon,True,False,POINT (-73.9696433533986 40.7828208083804),Ground Plane,False,quietly,,13,GRAY,False,False,False,AM,,False,False,20B-AM-1007-01,,1,-73.969643353,40.782820808
FALSE,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+Cinnamon,19,10062018,False,False,True,26A,6,,Cinnamon,False,False,POINT (-73.9664711607022 40.787896428768),Ground Plane,False,,studying us looking for food,13,GRAY,False,False,False,PM,Tree 90th left 90th & 89,True,False,26A-PM-1006-06,,1,-73.966471161,40.787896429
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10062018,False,True,True,35E,7,,,True,False,POINT (-73.9575943815564 40.7933755266787),Ground Plane,False,,,13,GRAY,False,False,True,PM,,False,False,35E-PM-1006-07,,1,-73.957594382,40.793375527
5,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+Cinnamon,19,10132018,False,True,True,11G,1,,Cinnamon,False,False,POINT (-73.9694168118643 40.7728877377977),Above Ground,False,,watching me,13,GRAY,False,False,True,PM,In the Woods/Brush,False,False,11G-PM-1013-01,,1,-73.969416812,40.772887738
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,True,False,True,36I,13,,Cinnamon,False,False,POINT (-73.9528682507794 40.7925807808307),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,True,36I-PM-1007-13,,1,-73.952868251,40.792580781
10,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10062018,False,True,True,07A,1,,White,False,False,POINT (-73.9782417115139 40.7724665036447),Above Ground,False,,looked at us,13,GRAY,True,False,False,AM,in tree,False,True,7A-AM-1006-01,,1,-73.978241712,40.772466504
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10182018,False,True,True,07G,3,,,False,False,POINT (-73.9721442939797 40.7700750802317),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,7G-PM-1018-03,,1,-73.972144294,40.770075080
25,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10082018,False,False,True,14E,5,,,True,False,POINT (-73.969847380865 40.7769884612305),Above Ground,False,nest building,,13,GRAY,False,False,False,AM,,False,False,14E-AM-1008-05,,1,-73.969847381,40.776988461
FALSE,,,Adult,False,False,4,False,True,19,False,,Cinnamon+White,19,10102018,False,False,False,03D,3,,White,False,False,POINT (-73.97686527856641 40.7684838168207),Ground Plane,False,,,13,CINNAMON,False,False,False,PM,,False,False,3D-PM-1010-03,,1,-73.976865279,40.768483817
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,True,True,35D,9,,White,True,False,POINT (-73.9590992841423 40.793758098573),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,35D-PM-1013-09,,1,-73.959099284,40.793758099
FALSE,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+,19,10122018,False,False,True,07F,1,,,True,False,POINT (-73.9724063986771 40.7705711897977),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,False,7F-PM-1012-01,,1,-73.972406399,40.770571190
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+White,19,10132018,True,True,True,18G,1,,White,False,False,POINT (-73.9661361310677 40.7787872561177),Ground Plane,False,burying,,13,GRAY,False,False,True,PM,,False,False,18G-PM-1013-01,,1,-73.966136131,40.778787256
10,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+Cinnamon,19,10082018,False,False,True,06F,1,,Cinnamon,False,False,POINT (-73.9730750601212 40.7701304211944),Above Ground,False,,,13,GRAY,False,False,False,PM,,False,False,6F-PM-1008-01,,1,-73.973075060,40.770130421
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,True,True,09F,4,,Cinnamon,False,False,POINT (-73.971970670614 40.7720868124544),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,9F-AM-1013-04,,1,-73.971970671,40.772086812
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10102018,False,True,True,38E,9,,Cinnamon,True,False,POINT (-73.95621174551 40.7951044378207),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,38E-AM-1010-09,,1,-73.956211746,40.795104438
13,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10132018,False,False,True,33G,2,,,True,False,POINT (-73.9564023626619 40.7905423546155),Above Ground,False,,,13,GRAY,False,False,True,AM,shelter in hole in tree,False,False,33G-AM-1013-02,,1,-73.956402363,40.790542355
FALSE,,,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10182018,False,False,True,39G,1,,Cinnamon,False,False,POINT (-73.9532620128307 40.7952475548048),Ground Plane,False,dead (something ran over it),,13,GRAY,False,False,False,AM,,False,False,39G-AM-1018-01,,1,-73.953262013,40.795247555
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,Cinnamon belly,Gray+Cinnamon,19,10132018,False,True,True,32G,3,,Cinnamon,True,False,POINT (-73.9576349321357 40.7904409912437),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,32G-PM-1013-03,,1,-73.957634932,40.790440991
3,CHASING,Chasing,Adult,False,False,4,True,True,19,False,,"Cinnamon+Gray, White",19,10082018,False,False,False,04D,11,,"Gray, White",False,True,POINT (-73.9763430829342 40.7686351097159),Above Ground,False,chased #12,,13,CINNAMON,False,False,True,PM,on tree facing downward,True,False,4D-PM-1008-11,,1,-73.976343083,40.768635110
FALSE,EATING,Eating,Adult,False,False,4,False,True,19,False,,"Cinnamon+Gray, White",19,10082018,True,False,False,06H,1,,"Gray, White",False,False,POINT (-73.9714789136757 40.7694886645194),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,False,6H-AM-1008-01,,1,-73.971478914,40.769488665
FALSE,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,False,True,05E,8,,,True,False,POINT (-73.9755133710665 40.7697883435981),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,5E-AM-1008-08,,1,-73.975513371,40.769788344
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10172018,False,True,True,15D,1,,Cinnamon,True,False,POINT (-73.9702348982803 40.7773295419104),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,15D-PM-1017-01,,1,-73.970234898,40.777329542
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,Gray+Cinnamon,19,10142018,True,True,True,16E,3,,Cinnamon,False,False,POINT (-73.9686056085297 40.7781658424866),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,16E-AM-1014-03,,1,-73.968605609,40.778165842
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10132018,False,True,True,39H,2,,"Cinnamon, White",True,False,POINT (-73.9522142360388 40.7949598486683),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,True,39H-PM-1013-02,,1,-73.952214236,40.794959849
50,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10062018,False,False,True,39C,2,,,False,False,POINT (-73.95765899974931 40.7972751877447),Above Ground,False,,unaware of,13,GRAY,False,False,False,PM,,False,False,39C-PM-1006-02,,1,-73.957659000,40.797275188
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10102018,False,True,True,31A,4,,White,False,False,POINT (-73.9637946878735 40.7915700446878),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,31A-AM-1010-04,,1,-73.963794688,40.791570045
